RandNum1,RandNum2,RandNum3,RandNum4,LogicTest
40.49235431,6.631705081,8.101489336,0.614237941,FALSE
48.23083131,0.556494451,0.344795508,0.816241088,FALSE
22.83581414,8.967333265,3.357907217,0.86143886,FALSE
71.47882915,5.072966636,4.421884,0.27862635,FALSE
21.35467468,6.406075142,8.37381922,0.121005564,FALSE
64.96029711,9.331129284,8.175925909,0.37883514,FALSE
29.40482012,5.793857256,4.554932037,0.811446804,FALSE
86.01644411,9.611115102,8.621493749,0.714470111,FALSE
69.34994676,6.983006196,7.649042849,0.090980767,FALSE
70.73792563,7.408026971,6.499043832,0.511498788,FALSE
4.339696759,2.154379063,2.634764109,0.890851389,FALSE
20.91970987,1.738979064,0.469268111,0.709196162,FALSE
4.49380042,2.465734558,6.644831822,0.188486489,FALSE
63.41022509,5.202900364,4.996529624,0.654301015,FALSE
62.38418371,0.219580468,4.059914369,0.727612114,TRUE
93.97310269,8.262199381,2.779846789,0.581731901,FALSE
27.36299575,9.549589667,3.249531374,0.577408587,FALSE
44.48376375,2.315952293,3.69166133,0.163590732,FALSE
71.80320018,9.80860471,8.877119171,0.123926347,FALSE
94.07318254,3.759249338,2.687191387,0.109186118,FALSE
37.12292849,9.969286428,7.947360738,0.983893805,FALSE
11.92869557,4.311976975,0.060976842,0.205789641,FALSE
65.69477614,8.954372482,7.681209776,0.076711446,FALSE
21.15509881,9.742152582,7.904064878,0.456609805,FALSE
91.11023153,8.248739416,3.961776128,0.250870278,FALSE
26.27717503,9.836506366,0.242868405,0.88417855,FALSE
16.62450096,8.976021965,4.912431215,0.307496523,FALSE
85.56881811,9.999309563,0.356456297,0.228026748,FALSE
44.70222048,5.829178746,3.554245624,0.527767734,FALSE
1.349729403,9.212664034,7.547770631,0.491806017,FALSE
1.600399957,5.382606674,7.570334301,0.271757903,FALSE
93.53200229,6.143931625,4.837866019,0.753507701,FALSE
42.08153653,6.817002983,4.186832999,0.150965597,FALSE
87.7059178,2.964883676,3.362919098,0.352976164,TRUE
91.96329002,9.725665426,0.508911541,0.26354426,FALSE
69.2032207,3.762106669,5.594497742,0.959621938,TRUE
44.8009534,2.494188242,8.940705235,0.917269552,TRUE
35.41966121,4.111823728,9.595423084,0.836089286,FALSE
36.4846207,2.390129056,2.296437255,0.810162837,FALSE
45.64816988,9.445882211,0.082883127,0.830377767,FALSE
36.96132305,2.916666216,7.062368757,0.42071174,FALSE
9.613940049,0.206654988,0.507651842,0.118114429,TRUE
59.12971723,8.772060255,2.838423187,0.815825074,FALSE
63.79015944,5.049789118,0.997363773,0.276965142,FALSE
32.03338111,1.604550348,4.358662452,0.135890833,FALSE
60.02520656,7.073676642,5.405408034,0.014901971,FALSE
41.59566768,1.848069835,0.646293265,0.684090307,FALSE
33.31265677,9.353965164,7.295941772,0.253482236,FALSE
67.77598906,6.493149316,4.638300303,0.611633792,FALSE
64.53797527,3.253576771,9.600065768,0.224856996,FALSE
23.41173943,6.830404298,9.466330928,0.705463542,FALSE
60.6372898,7.82097715,8.633233071,0.024829981,FALSE
68.30643275,3.996286178,7.910425122,0.45049075,FALSE
12.45922233,5.202772977,6.944545335,0.894899835,FALSE
40.89608747,6.769990714,3.139841742,0.095027942,FALSE
11.8634035,3.572656749,4.177927782,0.687189679,FALSE
28.19859717,1.693278998,5.243270164,0.866251981,TRUE
3.974500009,4.725152857,1.400511187,0.526014993,FALSE
47.27539313,6.759198557,7.891487638,0.199485373,FALSE
70.41007643,2.332731239,6.16561794,0.001846282,FALSE
48.2638956,3.743484122,9.411205095,0.541077753,FALSE
11.32219448,0.589237431,1.828352656,0.005908351,FALSE
4.111652467,8.146792627,1.968532809,0.356686317,FALSE
42.71759749,7.299504523,3.122761228,0.289628293,FALSE
6.856993909,4.301192,9.849354788,0.980695778,FALSE
50.32264343,5.005461495,0.715020052,0.032910073,FALSE
17.61865276,0.567681533,1.954676196,0.424965663,TRUE
84.64366625,0.599085816,6.784639549,0.958880174,TRUE
22.30770514,5.955321606,5.058376125,0.476577649,FALSE
29.43543426,2.945370086,1.818893391,0.8858106,FALSE
94.34552258,1.699262254,1.348742414,0.946948846,FALSE
61.72037169,8.630106483,5.43638518,0.233058146,FALSE
12.74871489,9.661726739,1.615431409,0.533598992,FALSE
10.81672083,3.277320078,9.513251009,0.009997489,FALSE
1.998029917,3.784334302,5.777767761,0.440139163,FALSE
22.76970585,0.429723698,0.467944246,0.345526959,TRUE
16.16717286,6.967201212,9.377054614,0.504489634,FALSE
73.91067938,2.380936745,6.297422661,0.429883169,TRUE
94.46333478,7.667443764,2.826737145,0.971554868,FALSE
33.05098521,2.303618779,0.667052132,0.696190813,FALSE
65.32310113,4.665100791,3.166356965,0.664824348,FALSE
6.559144777,6.633856892,5.032060502,0.645541591,FALSE
25.48952532,3.560820927,1.525114024,0.774558588,FALSE
80.11405385,6.777609974,9.397605509,0.716636221,FALSE
63.11048876,4.379380753,1.512924792,0.374709731,FALSE
54.26668885,8.420091562,5.272151511,0.409040691,FALSE
29.91158173,8.881824317,3.492662319,0.643767628,FALSE
46.64665362,2.561517222,1.403090073,0.841099722,FALSE
83.55098235,7.584546123,2.766928356,0.979433996,FALSE
99.85213116,5.629339236,3.400132681,0.201861251,FALSE
74.90281849,8.633095543,0.583928279,0.625665715,FALSE
26.28621146,7.318629475,7.06028452,0.505136839,FALSE
15.08643544,2.369249717,4.924581948,0.905779751,TRUE
64.06637267,0.577655307,6.742779354,0.795339833,TRUE
54.39033949,9.847970685,0.541599594,0.440929919,FALSE
28.59599241,1.675239745,8.75430943,0.699450641,TRUE
20.1271382,3.643160088,9.424960749,0.921828049,FALSE
36.20987694,8.236887806,9.680119838,0.91780798,FALSE
16.22266999,9.684528259,1.557339548,0.195682775,FALSE
66.7424481,2.465587901,5.410790369,0.078124948,FALSE
30.77570773,9.239877236,2.682933572,0.097515488,FALSE
91.90212298,8.459442093,6.434129922,0.065483284,FALSE
60.31773357,0.525530599,3.26358316,0.705622964,TRUE
47.79378913,4.293231887,7.652094943,0.106082743,FALSE
32.51396323,3.629246699,5.785959578,0.128977354,FALSE
59.20095218,2.010357681,0.393954155,0.271136238,FALSE
24.66951469,5.84180664,5.947552425,0.520418135,FALSE
98.05088741,1.04011333,3.800561157,0.808066539,TRUE
29.99730277,0.966501975,7.335776496,0.060471695,FALSE
13.51781962,1.986382775,4.409277035,0.106015327,FALSE
16.11989506,1.857593029,9.149304462,0.800839341,FALSE
27.92287022,8.935916782,0.474685641,0.757814877,FALSE
98.53632522,9.27022023,2.201162105,0.601527699,FALSE
44.00567043,4.008574122,7.602058953,0.791770843,TRUE
99.62708391,3.439596228,0.100635962,0.308589524,FALSE
17.9962098,4.300792884,4.912502173,0.971522973,FALSE
14.99208342,6.801177053,1.394007153,0.928106089,FALSE
74.52611978,6.567445084,4.450622745,0.599182721,FALSE
94.17471245,1.162051768,7.588450376,0.078731339,FALSE
20.66422228,6.276268229,9.241020267,0.811690829,FALSE
93.90645754,2.205364854,4.896270386,0.627993445,TRUE
25.18069075,4.827414488,7.627090698,0.517074252,FALSE
57.24594293,7.739986662,1.961369835,0.051988628,FALSE
68.75422247,1.140878951,5.422659751,0.477611251,TRUE
0.512708559,9.681451274,1.974431147,0.547422304,FALSE
74.89263049,6.372060012,8.721658715,0.824593648,TRUE
9.80971719,4.847551895,9.150664706,0.3755407,FALSE
28.58731488,5.320898293,0.993149962,0.988605376,FALSE
40.04114045,9.616909166,0.421272368,0.312119673,FALSE
3.50529249,7.726833207,0.214030133,0.998183116,FALSE
61.24703448,9.094463247,4.732681741,0.528147359,FALSE
64.18617962,7.483755646,0.851451303,0.638688714,FALSE
54.76325464,2.557563503,7.549635909,0.145951441,FALSE
71.38929856,7.227220465,0.8055396,0.924833445,FALSE
10.37415854,0.185544238,3.329288178,0.470552078,TRUE
17.05254984,0.860988279,8.654994006,0.791391079,TRUE
82.03971036,4.976068365,6.667812052,0.70969608,TRUE
28.11662063,6.679388099,3.691601484,0.880433154,FALSE
33.20105201,7.403200381,6.212368456,0.519610234,FALSE
28.24315887,3.664389268,2.460693806,0.463659609,FALSE
4.587068698,9.498776429,5.378115255,0.592771824,FALSE
81.06044816,1.409610148,2.084464034,0.544727879,TRUE
88.64056257,5.686256514,8.654678734,0.261213259,FALSE
31.19030133,4.785854059,9.667882727,0.569270565,FALSE
15.16291265,4.696487031,4.680401032,0.825861458,FALSE
71.11753306,5.315730197,8.359768494,0.567565628,FALSE
8.071635323,9.11339572,4.464231134,0.837612459,FALSE
18.99102461,1.031952609,0.573057095,0.342698389,FALSE
42.99276861,7.93287087,0.244170082,0.743524703,FALSE
16.63309483,6.83559016,7.380067127,0.361030757,FALSE
65.26187872,9.395176346,2.870972233,0.812097165,FALSE
23.94708282,8.877710681,8.288657024,0.441348769,FALSE
18.18707379,9.940198267,6.654897485,0.86675958,FALSE
2.626476858,2.381939744,1.766506145,0.211677298,FALSE
58.52608169,3.219411411,0.576772934,0.85607866,FALSE
10.76569407,0.949366022,0.712991015,0.15867797,FALSE
74.49093423,2.424047974,1.298267433,0.495919908,FALSE
60.31239049,4.146085681,5.442237188,0.466081097,TRUE
5.05201002,3.523435207,1.728736347,0.441298693,FALSE
87.29973185,1.038873608,2.005473137,0.833039873,TRUE
6.207189502,4.126762879,3.695615491,0.051528908,FALSE
1.979770868,9.270859589,8.675863422,0.602360139,FALSE
13.27331836,0.642432848,1.620989918,0.802411541,TRUE
18.9258625,2.654768131,7.327305812,0.982810731,FALSE
80.24985568,7.925150941,6.321920224,0.356177267,FALSE
0.698813158,8.171152691,1.6669218,0.428342152,FALSE
61.83286477,0.704949361,3.151069359,0.442293385,TRUE
26.7571227,8.758201513,7.828803441,0.376299617,FALSE
43.71152454,8.233196757,7.704354481,0.725835791,FALSE
49.3943312,8.936833792,1.40403116,0.181452861,FALSE
24.42611672,1.450934867,0.187296595,0.176298331,FALSE
58.30258491,7.153790636,2.856276427,0.298395412,FALSE
35.44874805,1.856712945,7.389593951,0.400607913,TRUE
38.96111107,3.66038278,6.610184362,0.555328081,FALSE
68.282953,6.876142216,5.594717199,0.169418929,FALSE
36.63725773,3.843776367,4.957214951,0.655142813,TRUE
50.15658392,7.71112808,7.900705505,0.588429029,FALSE
99.58805637,9.371863884,7.726519794,0.120539934,FALSE
48.37578903,2.978644059,2.199737981,0.18028983,FALSE
8.52403188,8.827743483,2.783306068,0.625354477,FALSE
36.43672383,3.049869912,1.768645326,0.096891638,FALSE
38.07713133,8.261426743,4.573630921,0.003595554,FALSE
21.82462513,0.706414221,3.255408506,0.069516592,FALSE
62.53535584,0.53897853,2.581567045,0.603925975,TRUE
75.16831167,7.186853964,5.501498117,0.644933346,FALSE
37.67910473,2.598250171,0.470226844,0.990687764,FALSE
48.20747755,4.707303326,9.561470762,0.007147899,FALSE
79.68187659,0.038737033,8.025641849,0.960612174,TRUE
81.44754234,5.151528588,5.095691559,0.297641307,FALSE
17.42627687,6.049921275,6.387215477,0.448087056,FALSE
4.459539681,5.593614247,5.030537932,0.370549539,FALSE
70.79335281,9.637526695,5.357598171,0.781900339,FALSE
15.48039016,6.270104556,8.977176181,0.030603382,FALSE
97.23169178,3.279716847,8.915796828,0.265197524,FALSE
4.60931424,4.775896727,3.420657978,0.149978829,FALSE
79.0814072,5.492543472,6.75139872,0.700654593,TRUE
33.80213179,9.424738864,0.171694078,0.492025757,FALSE
12.33586129,7.295813533,7.561336029,0.514420826,FALSE
19.93093779,6.577090957,5.666348529,0.790839118,FALSE
2.418936632,4.918534114,6.376934038,0.926280854,FALSE
4.509500143,5.369339215,9.569550308,0.350406782,FALSE
61.07912597,3.547033543,8.681922612,0.295148898,FALSE
37.52652439,0.228814304,5.835458095,0.027138025,FALSE
37.76279536,6.289327904,6.767224695,0.908506304,FALSE
4.516233619,7.272359696,3.974233546,0.480020149,FALSE
83.48899427,9.674388645,4.665790298,0.327727197,FALSE
34.28683404,6.426154881,9.895870205,0.302333935,FALSE
32.39553334,8.55945758,3.964647617,0.034832505,FALSE
23.65264326,9.587228924,5.894399422,0.603643501,FALSE
94.25604355,4.031565797,1.019937495,0.49009596,FALSE
86.45495669,5.325494531,1.685359162,0.595673762,FALSE
87.8012682,4.731187682,3.302997514,0.910816423,FALSE
90.21055665,7.303311694,9.689831785,0.763533377,FALSE
40.67786894,8.837719035,2.393565521,0.493545382,FALSE
46.64954231,9.132928304,7.864849608,0.715518553,FALSE
90.25233924,1.543376357,4.42364688,0.846526358,TRUE
31.28909001,4.614859028,6.450406466,0.599724192,FALSE
97.48400861,3.052962856,3.026613719,0.836657291,FALSE
6.795963748,3.73247697,7.131535803,0.824351571,FALSE
62.5262459,5.898815376,7.030256506,0.000816661,FALSE
27.10591412,5.391056618,5.323725429,0.0107845,FALSE
52.87089563,9.395820611,2.061456314,0.42550276,FALSE
68.41884592,7.295327229,5.343648579,0.988225081,FALSE
23.45546976,9.027064914,1.724285443,0.560552199,FALSE
94.77361433,6.823921576,7.917673931,0.782027198,TRUE
2.075463165,5.916439445,4.661139572,0.132714466,FALSE
38.28762544,1.415120042,0.498190026,0.930932383,FALSE
77.95610337,1.069060335,4.077000824,0.372998477,TRUE
0.821044355,5.554970281,9.911886685,0.865377644,FALSE
10.36889923,8.985275768,6.219688086,0.370405185,FALSE
85.60849747,4.729601865,9.358383824,0.726335624,TRUE
92.98256211,4.44602403,3.422596908,0.332708514,FALSE
29.617543,8.246371555,7.486071289,0.518833942,FALSE
1.849106174,0.087070905,9.163452836,0.211594212,FALSE
19.06047697,8.169532283,1.654105324,0.499972753,FALSE
58.66044422,5.628090393,7.926740871,0.797431962,TRUE
35.00015046,5.332182025,1.810689401,0.703937785,FALSE
92.5166946,2.986911307,3.668705184,0.264267503,TRUE
68.8366252,0.991969255,8.726793164,0.3555717,TRUE
42.88350148,0.913300447,3.389233504,0.510233628,TRUE
37.49188126,5.114562529,0.390261379,0.719780013,FALSE
89.41088353,9.984983844,3.163793371,0.63319912,FALSE
93.7441204,8.799194041,9.340123962,0.532377559,FALSE
35.88699188,0.23417978,1.338505293,0.332886937,TRUE
9.493206845,3.123832015,2.029251096,0.519005111,FALSE
33.38711434,3.035867639,0.173694615,0.472324795,FALSE
44.37589572,8.823105164,9.202104852,0.915226529,FALSE
81.75904495,4.588540078,9.107365384,0.272460197,FALSE
51.65991794,6.219501157,9.558955187,0.210128697,FALSE
97.90169638,9.687570726,8.449302076,0.941381407,FALSE
45.24956589,0.41943095,3.077869332,0.926648973,TRUE
90.5758119,1.516336717,8.061879781,0.095084818,FALSE
97.63178888,4.309109028,5.721492959,0.63888419,TRUE
34.23994371,9.343199007,5.709599107,0.660485732,FALSE
30.11274932,8.412035359,0.119205193,0.125825292,FALSE
19.94337211,9.544878332,1.465909848,0.484713885,FALSE
33.44078709,0.077188877,6.751736157,0.721170622,TRUE
20.68651175,9.036792662,0.637260164,0.421164166,FALSE
11.15512808,3.628511906,8.574548886,0.438099743,FALSE
48.68367593,6.264809091,8.790155196,0.50615886,FALSE
61.32791355,0.200639083,2.014178752,0.213452261,TRUE
96.13388954,7.612836707,2.720622834,0.897630309,FALSE
61.20777653,3.16657271,7.875817319,0.367546539,FALSE
6.144107628,5.020365794,7.346284092,0.04802145,FALSE
18.81520158,3.990015618,3.146814366,0.476851828,FALSE
38.84496778,9.249542032,8.158023444,0.488645708,FALSE
58.86123963,1.490703859,5.450427068,0.837447745,TRUE
19.44612363,9.094475546,0.446005955,0.88152483,FALSE
41.2705039,0.299871222,3.612797086,0.459712736,TRUE
57.8940275,1.959186453,3.708437176,0.378007968,TRUE
85.80728742,7.931778879,2.900158057,0.862717526,FALSE
53.11826677,9.419459985,9.452409045,0.696980388,FALSE
60.79783176,5.548786822,8.375599993,0.024434886,FALSE
24.1307405,0.408044169,8.078146716,0.564835491,TRUE
85.10439222,0.199096375,5.078212477,0.475278247,TRUE
40.04305998,1.079917686,7.824534533,0.863225311,TRUE
36.03632138,6.732760661,7.501682406,0.334899455,FALSE
58.19156694,5.885004177,0.385623695,0.56665624,FALSE
34.17667988,9.989778143,3.024225165,0.291090533,FALSE
95.86734075,0.079476751,7.235435365,0.357183664,TRUE
48.65657748,9.396105576,2.6996743,0.045263379,FALSE
74.75684221,6.279556614,7.111230637,0.972201895,TRUE
55.99741033,9.442797145,3.521467359,0.355092483,FALSE
27.86082881,7.923196585,8.46122614,0.868226287,FALSE
77.69341953,1.141050787,1.087355666,0.371876733,FALSE
31.24638678,1.763479375,1.997896529,0.631805906,TRUE
72.85159178,9.504035156,8.978993859,0.923529348,FALSE
41.38711157,6.224886666,8.1869583,0.067407357,FALSE
75.16281179,3.572257438,2.961049739,0.164744744,FALSE
80.47539327,4.330172341,4.718481326,0.813799297,TRUE
38.05326941,9.616517969,6.176505111,0.840710885,FALSE
34.50448952,9.099491543,3.7918767,0.2450232,FALSE
37.33355865,8.525676254,9.191729215,0.732834415,FALSE
94.24795823,6.589681428,6.795906252,0.556239846,TRUE
59.21368649,1.969089921,1.865418776,0.295555716,FALSE
87.91140329,7.185480847,6.280564615,0.35733043,FALSE
7.727621721,4.620865701,7.015126492,0.94217523,FALSE
62.52890698,9.181213126,9.435550156,0.331242405,FALSE
78.77659105,4.276666236,5.707849326,0.84161749,TRUE
40.81526923,2.261635644,5.265866973,0.398037236,TRUE
31.51953959,3.107589439,0.517292366,0.582757383,FALSE
93.43348696,5.445956157,4.239664851,0.389625961,FALSE
3.135684887,6.540689826,3.446066202,0.013382894,FALSE
27.27766183,1.502080249,3.650620809,0.604363186,TRUE
88.72896856,4.089323151,1.657050256,0.176435811,FALSE
4.109421019,3.906061057,9.960305134,0.89029045,FALSE
23.91066789,1.825365624,8.065318251,0.490017649,FALSE
13.99249965,3.166966103,8.693312744,0.774804406,FALSE
75.17158039,6.126043235,8.847514976,0.804025586,TRUE
85.46898619,0.431202875,6.772480234,0.00787737,FALSE
68.96413896,8.789534968,9.667491261,0.508499287,FALSE
4.199951746,1.669467618,7.152830246,0.733397258,FALSE
96.30558308,9.375483128,0.886136826,0.321634786,FALSE
80.75763569,0.579139516,6.640068308,0.261407641,TRUE
94.47335489,2.745190671,0.317695485,0.23227171,FALSE
65.65586651,7.527541948,6.975523344,0.7284213,FALSE
16.78067963,7.248636543,0.5434972,0.484951195,FALSE
50.90841877,2.288621798,3.671843812,0.939324897,TRUE
81.13289244,5.563974156,7.742769264,0.533697975,TRUE
7.312660074,7.517889305,1.978275219,0.468784567,FALSE
11.70386321,4.251606931,4.397530901,0.532370506,FALSE
73.49975389,3.580019669,4.882440737,0.058092409,FALSE
77.61692027,8.38770077,3.907108991,0.509011319,FALSE
9.863947522,1.64005302,8.950260941,0.243365674,FALSE
6.012929256,2.892549322,4.63824156,0.033013441,FALSE
32.8630253,0.097807558,0.361306865,0.661978813,TRUE
47.90770069,9.712968444,9.046885446,0.326464391,FALSE
58.21264621,2.718023991,4.335717126,0.852863887,TRUE
25.25341874,0.666090548,7.037280091,0.495501753,TRUE
43.91971809,1.083438907,9.800850455,0.038908438,FALSE
43.24830198,0.29568297,8.978521353,0.795039792,TRUE
85.63138883,1.443451658,8.442071118,0.178098776,TRUE
67.84326655,1.767250281,8.465661968,0.155616862,FALSE
77.77759729,2.528825224,6.784826331,0.796079003,TRUE
22.59364543,4.162874903,8.240560889,0.386039551,FALSE
92.52330639,7.461701666,2.694148556,0.218171566,FALSE
92.25127301,6.179537431,0.879487605,0.425435317,FALSE
93.55772876,8.281926934,4.721515437,0.951627841,FALSE
45.26746992,4.170224593,0.033316551,0.24602791,FALSE
57.38023977,3.798770821,1.825568827,0.812721515,FALSE
29.53303201,3.856167574,9.330982327,0.349764612,FALSE
64.75029687,1.970999751,6.931931348,0.724303773,TRUE
32.68365171,7.665128779,2.696440448,0.892499588,FALSE
10.09352139,8.609262774,0.690281222,0.206866411,FALSE
15.40721133,9.268276622,7.465520973,0.084415827,FALSE
55.3425047,4.137711856,9.152661513,0.333411645,FALSE
99.43629484,5.460908699,6.691456079,0.172842455,FALSE
39.79441863,0.478036152,5.349329067,0.132384909,TRUE
60.46547095,8.478718841,1.214648078,0.696373111,FALSE
36.36364598,7.331291153,1.397934086,0.082920092,FALSE
81.72202022,5.353207092,7.797542995,0.47288809,FALSE
66.48328489,5.584180171,1.41051277,0.127798426,FALSE
63.49676223,9.185591298,4.78214068,0.041238986,FALSE
5.173070327,2.3740377,6.844718212,0.803592703,FALSE
16.44637924,6.418352796,2.716484789,0.629770166,FALSE
88.46463322,6.24147596,2.315257516,0.033616574,FALSE
71.45106925,7.154447819,5.494936819,0.418456567,FALSE
38.22907291,5.905243345,3.77398583,0.329177941,FALSE
67.36088172,9.464191361,1.863549292,0.678109608,FALSE
96.12296049,8.059041978,6.03799048,0.021597924,FALSE
4.031382044,3.329418473,7.294033641,0.538821976,FALSE
10.69619075,6.121189725,0.813368445,0.087551211,FALSE
71.80202519,4.465965841,4.298271898,0.212248492,FALSE
36.97953446,5.251209422,2.713267136,0.787867831,FALSE
35.45760259,1.21155205,3.278157265,0.50463292,TRUE
45.51828111,7.937654839,3.594885341,0.848312384,FALSE
82.0269223,2.999317096,7.176343938,0.713268441,TRUE
21.5293665,1.799033714,8.429055161,0.169786604,FALSE
8.444467341,0.560929532,5.591406536,0.886162521,TRUE
0.807164845,5.129825377,4.587756273,0.739310352,FALSE
8.066476699,3.510342404,0.985997985,0.596135812,FALSE
94.33059756,6.779588515,3.774681977,0.559815918,FALSE
70.16156094,8.135865527,9.862561564,0.744540272,FALSE
70.74409176,9.446252986,0.88533213,0.811830088,FALSE
13.51264775,8.572170492,3.517439659,0.642485108,FALSE
61.94640761,1.759630237,6.962357538,0.077347713,FALSE
61.12231003,6.600807245,4.475772821,0.735514945,FALSE
2.315879608,2.793227356,6.369071843,0.095522615,FALSE
78.18300364,4.441627498,5.107283509,0.195242553,FALSE
78.16055337,4.735513529,4.211680282,0.737537727,FALSE
35.17098437,0.568178554,2.79814708,0.017518079,FALSE
95.35746584,4.042654508,3.467744345,0.041275035,FALSE
85.32929464,4.009070279,0.28842508,0.434952084,FALSE
48.81008567,1.105629714,4.022994852,0.510191196,TRUE
96.45190163,6.31222784,8.342295837,0.819458596,TRUE
51.54736254,2.528542933,7.918819712,0.132916527,FALSE
37.71427217,9.93678248,4.694491382,0.754039059,FALSE
82.52830046,2.029461952,9.278784974,0.098820287,FALSE
39.83783754,4.577971509,4.043491656,0.236738816,FALSE
44.72651505,5.230091364,1.423753343,0.0893429,FALSE
9.725440289,4.64184203,4.594877835,0.25006282,FALSE
26.23314743,0.61886133,8.089649612,0.02377632,FALSE
78.64799047,2.93373522,2.782149421,0.096911073,FALSE
58.98944537,0.012580551,0.205207861,0.022049307,TRUE
21.54657321,2.59160839,8.050552979,0.851873877,FALSE
5.561555879,7.477302651,5.403114917,0.790837373,FALSE
52.86615005,1.518811073,7.344663249,0.630441529,TRUE
75.21639224,4.915772496,4.234815849,0.017220611,FALSE
99.1759458,8.000625341,8.291684654,0.325919366,FALSE
